"GERMANINV-11","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0037","","0011","Theodoor van Apshoven","","APSHOVEN, THOMAS VAN","","Flemish","","","","","","Holländisches Kirchweihfest.  Leinwand.  Br. 2 f. 7 z.; H. 2 f. 1 z.","Holländisches Kirchweihfest","","","11Q712","Church (unidentified)","","Gemälde","leinwand","2.7 x 2.1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-12","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0043","","0012","Jan Asselyn","","ASSELYN, JAN","","Dutch","","","","","","Landschaft mit einer Ruine; vorn treiben Hirten ihr Vieh durch einen Fluss.  Leinwand.  Br. 2 f.; H. 1 f. 6 z. 4 l.","Landschaft mit einer Ruine; vorn treiben Hirten ihr Vieh durch einen Fluss","","","25I9","Landscape with Ruins","","Gemälde","leinwand","2 x 1.6 x 4","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-13","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0046","","0013","Hendrik van Avercamp","","AVERCAMP, HENDRICK","","Dutch","","","","","","Ansicht eines Dorfes; in der Mitte eine Kirche.  Leinwand. Br. 2 f. 9 z.; H. 1 f. 10 z. 6 l.","Ansicht eines Dorfes; in der Mitte eine Kirche","","","25I8","Landscape with Buildings","","Gemälde","leinwand","2.9 x 1.10 x 6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-14","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0052","","0014","Ludolf Bakhuysen","","BACKHUYSEN, LUDOLF","","Dutch","","","","","","Heftiger Seesturm mit Schiffen.  Leinwand.  Br. 2 f. 7 z. 2 l.; H. 1 f. 10 z. 9 l.","Heftiger Seesturm mit Schiffen","","","26C32 : 46C21","Storm at Sea with Ships","","Gemälde","leinwand","2.7 x 2 x 1.10 x 9","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-15","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0052","","0015","Ludolf Bakhuysen","","BACKHUYSEN, LUDOLF","","Dutch","","","","","","Seelandschaft mit Schiffen bei heranziehendem Gewitter. Leinwand.  Br. 4 f. 6 z. 8 l.; H. 3 f. 5 z. 2 l.","Seelandschaft mit Schiffen bei heranziehendem Gewitter","","","26C32 : 46C21","Storm at Sea with Ships","","Gemälde","leinwand","4.6.8 x 3.5.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-16","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0053","","0016","Ludolf Bakhuysen","","BACKHUYSEN, LUDOLF","","Dutch","","","","","","Seelandschaft mit grossen Segelschiffen; vorn viele Figuren.  Leinwand.  Br. 2 f. 10 z.; H. 1 f. 7 z. 8 l.","Seelandschaft mit grossen Segelschiffen; vorn viele Figuren","","","25H23 : 46C21","Seascape with Ships","","Gemälde","leinwand","2.10 x 1.7.8","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-17","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0063","","0017","Giovanni Francesco Barbieri","","GUERCINO (GIOVANNI FRANCESCO BARBIERI)","","Italian","","","","","","Johannes mit dem Kreuze.  Leinwand.  Br. 2 f. 7 l.; H. 2 f. 7 z.","Johannes mit dem Kreuze","","","11H JOHN THE BAPTIST","John the Baptist","","Gemälde","leinwand","2.7 x 2.7","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-18","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0064","","0018","Giovanni Francesco Barbieri","","GUERCINO (GIOVANNI FRANCESCO BARBIERI)","","Italian","","","","","","Büssende Magdalena vor einem Kreuze und Todtenkopf. Kniestück.  Leinwand.  Br. 3 f. 3 z. 3 l.; H. 3 f. 8 z. 8 l.","Büssende Magdalena vor einem Kreuze und Todtenkopf.","","","11HH MARY MAGDALENE 36","Mary Magdalene: Penitent","","Gemälde","leinwand","3.3.3 x 3.8.8","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-19","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0067","","0019","F.H. Barisien","","NEW","","NEW","","","","","","Lebensgrosses Bildniss Peters des Grossen.  Leinwand.  Br. 4 f. 6 z. 6 l; H. 7 f. 2 z.","Lebensgrosses Bildniss Peters des Grossen","","","61B2 GROSSEN, PETER DES 11","Grossen, Peter des","NEW","Gemälde","leinwand","4.6.6 x 7.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-20","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0067","","0020","F.H. Barisien","","NEW","","NEW","","","","","","Bildniss des Herzogs Peter von Kurland und Sagan in der Huldigungstracht.  Ganze Figur.  Leinwand.  Br. 5 f. 1 z. 6 l.; H. 7 f. 3 l.","Bildniss des Herzogs Peter von Kurland und Sagan in der Huldigungstracht.  Ganze Figur","","","61B2 KURLAND UND SAGAN, PETER VON 11","Kurland un Sagan, Peter von","NEW","Gemälde","leinwand","5.1.6 x 7.3","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-21","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0067","","0021","F.H. Barisien","","NEW","","NEW","","","","","","Bildniss eines Türken.  Bezeichnet F.H. Barisien fecit 1775.  Leinwand.  Br. 2 f. 2 z.; H. 2 f. 9 z.","Bildniss eines Türken","","","61B11 : 32B33 TURKS","Unknown: Turk","","Gemälde","leinwand","2.2 x 2.9","","F.H. Barisien fecit 1775","","","","","","","","","","","","","Vol. I"
"GERMANINV-22","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0077","","0022","J. Beerstraeten","","BEERSTRATEN, JAN ABRAHAMSZ.","","Dutch","","","","","","Altes gothisches Schloss am Meeresufer.  Holz.  Br. 3 f. 10 z. 4 l.; H. 2 f. 7 z. 9 l.","Altes gothisches Schloss am Meeresufer","","","25H13@41A12","Landscape with Coast@Castle","","Gemälde","holz","3.10.4 x 2.7.9","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-23","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0091","","0023","Antonio Bellucci","","BELLUCCI, ANTONIO","","Italian","","","","","","Bathseba und König David.  Leinwand.  Br. 4 f. 1 z.; H. 6 f.","Bathseba und König David","","","71H7","David and Bathsheba","","Gemälde","leinwand","4.1 x 6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-24","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0095","","0024","Willem van Bemmel","","BEMMEL, WILHELM VON","","Dutch","","","","","","Gebirgslandschaft mit Jägern und Hunden.  Leinwand.  Br. 3 f. 7 z.; H. 2 f. 8 z. 6 l.","Gebirgslandschaft mit Jägern und Hunden","","","25H1 (+1) : 43C114","Landscape with Figures and Hunter","","Gemälde","leinwand","3.7 x 2.8.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-25","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0098","","0025","Pietro da Cortona Berettini","","PIETRO DA CORTONA","","Italian","","","","","","Apollo schindet den Marsyas.  Leinwand.  Br. 5 f. 3 z. 6 l.; H. 5 f.","Apollo schindet den Marsyas","","","92B3412","Contest between Apollo and Marsyas; the Muses acting as judges","","Gemälde","leinwand","5.3.6 x 5","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-26","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0099","","0026","Pietro da Cortona Berettini","","PIETRO DA CORTONA","","Italian","","","","","","Allegorie.  Die Zeit trägt die Weltkugel; Amor setzt einen Helm auf eine Büste der Venus.  Leinwand.  Br. 4 f. 1 z. 8 l.; H. 5 f. 4 z. 6 l.","Allegorie.  Die Zeit trägt die Weltkugel; Amor setzt einen Helm auf eine Büste der Venus","","","23A11","Other Allegories of Time, e.g. 'Tempo'","","Gemälde","leinwand","4.1.8 x 5.4.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-27","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0099","","0027","Pietro da Cortona Berettini","","PIETRO DA CORTONA","","Italian","","","","","","Ein Mann zücht einen Dolch auf eine Frau, ein anderer hält ihn zurück.  Leinwand. Br. 3 f. 9 z. 6 l.; H. 3 f. 1 z.","Ein Mann zücht einen Dolch auf eine Frau, ein anderer hält ihn zurück","","","31D14 : 31D15@31E234632","Man with Woman@Violent death by dagger, knife","","Gemälde","leinwand","3.9.6 x 3.1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-28","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0110","","0028","Gerard Berkheyden","","BERCKHEYDE, GERRIT ADRIAENSZ.","","Dutch","","","","","","Ansicht eines Stadttheils; vorn Figuren.  Holz.  Br. 1 f. 3 z. 8 l.; H. 1 f. 1 z.","Ansicht eines Stadttheils; vorn Figuren","","","25I1","City-View in General; 'Veduta'","","Gemälde","holz","1.3.8 x 1.1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-29","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0114","","0029","Bernardino di Betto","","PINTORICCHIO (BERNARDINO DI BETTO)","","Italian","","","","","","Maria, welche das Christkind stillt.  Holz.  Br. 1 f. 2 l.; H. 1 f. 3 z. 2 l.","Maria, welche das Christkind stillt","","","11F4 : 11F726","Madonna and Child, Christ-child suckling","","Gemälde","holz","1.2 x 1.3.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-30","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0116","","0030","Johann Jakob Biedermann","","BIEDERMANN, JOHANN JAKOB","","Swiss","","","","","","Gebirgslandschaft; vorn Felsen an welchen ein Hirt Vieh vorbeitreibt.  Leinwand.  Br. 1 f. 4 z.; H. 1 f.","Gebirgslandschaft; vorn Felsen an welchen ein Hirt Vieh vorbeitreibt","","","25H1","Landscape in the Temperate Zone","","Gemälde","leinwand","1.4 x 1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-31","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0116","","0031","Johann Jakob Biedermann","","BIEDERMANN, JOHANN JAKOB","","Swiss","","","","","","Gebirgslandschaft mit einem Wasserfall.  Holz.  Br. 1 f. 10 z.; H. 1 f. 3 z.","Gebirgslandschaft mit einem Wasserfall","","","25H216","Waterfall","","Gemälde","holz","1.10 x 1.3","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-32","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0116","","0032","Johann Jakob Biedermann","","BIEDERMANN, JOHANN JAKOB","","Swiss","","","","","","Waldige Gebirgslandschaft; vorn ein Fluss durch welchen ein Bauer sein Vieh treibt.  Leinwand.  Br. 2 f. 7 z.; H. 1 f. 11 z.","Waldige Gebirgslandschaft; vorn ein Fluss durch welchen ein Bauer sein Vieh treibt","","","25H1","Landscape in the Temperate Zone","","Gemälde","leinwand","2.7 x 1.11","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-33","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0116","","0033","Johann Jakob Biedermann","","BIEDERMANN, JOHANN JAKOB","","Swiss","","","","","","Vier kleine Schweizerlandschaften mit Figuren.  Leinwand. Br. je 8 z. 6 l.; H. je 7 z.","Vier kleine Schweizerlandschaften mit Figuren","","","25H1 : 61D SCHWEIZ","Landscape: Schweiz","","Gemälde","leinwand","8.6 x 7","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-34","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0130","","0034","Julius Franz Bloemen","","BLOEMEN, JAN FRANS VAN (ORIZZONTE)","","Flemish","","","","","","Landschaft mit Baumgruppen und einer alten Burg.  Holz.  Br. 2 f. 7 z. 6 l.; H. 1 f. 10 z.","Landschaft mit Baumgruppen und einer alten Burg","","","25I8","Landscape with Buildings","","Gemälde","holz","2.7.6 x 1.10","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-35","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0132","","0035","Pieter van Bloemen","","BLOEMEN, PIETER VAN (STENDARDO)","","Flemish","","","","","","Vor einer alten Ruine werden Pferde und Kameele getränkt.  Leinwand.   Br. 1 f. 10 z. 5 l.; H. 1 f. 3 z. 7 l.","Vor einer alten Ruine werden Pferde und Kameele getränkt","","","25H1 : 25F1","Landscape with Animals","","Gemälde","leinwand","1.10.5 x 1.3.7","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-36","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0133","","0036","Pieter van Bloemen","","BLOEMEN, PIETER VAN (STENDARDO)","","Flemish","","","","","","Pferdestall.  Leinwand.  Br. 1 f. 5 z. 5 l.; H. 1 f. 1 z. 6 l.","Pferdestall","","","47I2271","Stall, Stable","","Gemälde","leinwand","1.5.5 x 1.1.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-37","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0134","","0037","Pieter van Bloemen","","BLOEMEN, PIETER VAN (STENDARDO)","","Flemish","","","","","","Heimkehrende Hirten mit verschiedenen Thieren.  Leinwand. Br. 1 f. 5 z. 5 l.; H. 1 f. 1 z. 6 l.","Heimkehrende Hirten mit verschiedenen Thieren","","","47I221","Shepherd","","Gemälde","leinwand","1.5.5 x 1.1.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-38","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0145","","0038","Paris Bordone","","BORDONE, PARIS","","Italian","","","","","","Dem an einen Baum gebundenen Sebastian erscheint Maria mit dem Kind.  Leinwand.  Br. 10 z. 3 l.; H. 1 f.","Dem an einen Baum gebundenen Sebastian erscheint Maria mit dem Kind","","","11F61 : 11H SEBASTIAN","Madonna and Child with Sebastian","","Gemälde","leinwand","10.3 x 1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-39","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0153","","0039","Jan Both","","BOTH, JAN","","Dutch","","","","","","Gebirgslandschaft an einem warmen Sommertage; mit Figuren. Leinwand.  Br. 2 f. 5 z. 10 l.; H. 1 f. 11 z. 6 l.","Gebirgslandschaft an einem warmen Sommertage; mit Figuren","","","25H1 (+1)","Landscape with Figures","","Gemälde","leinwand","2.5.10 x 1.11.6","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-40","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0173","","0040","Jan Pieter van Bredael","","BREDAEL, JAN PETER VAN","","Flemish","","","","","","Niederländische Volkstreiben; mehrere Edelleute zu Pferde.  Holz.  Br. 1 f. 3 z. 10 l.; H. 1 f. 8 l.","Niederländische Volkstreiben; mehrere Edelleute zu Pferde","","","25H1 : 61D NEDERLAND","Landscape: Nederland","","Gemälde","holz","1.3.10 x 1.8","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-41","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0175","","0041","Quirin van Brekelencamp","","BREKELENCAM, QUIRINGH GERRITSZ. VAN","","Dutch","","","","","","Betender Einsiedler in einer Wildness.  Holz.  Br. 1 f. 2 z. 10 l.; H. 1 f. 5 Z. 2 l.","Betender Einsiedler in einer Wildness","","","11Q331","Anchorite, Hermit","","Gemälde","holz","1.2.10 x 1.5.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-42","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0199","","0042","Paulus Brill","","BRIL, PAUL","","Flemish","","","","","","Waldlandschaft mit einem Teich; vorn Figuren.  Holz.  Br. 2 f. 8 z.; H. 1 f. 10 z. 4 l.","Waldlandschaft mit einem Teich; vorn Figuren","","","25H2 (+1)","Landscape with Water and Figures","","Gemälde","holz","2.8 x 1.10.4","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-43","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0202","","0043","Bronkhorst","","NON-UNIQUE","","","","","","","","Kopf eines alten Mannes.  Holz.  Br. 9 z. 6 l.; H. 1 f.","Kopf eines alten Mannes","","","31D16 (-1)","Old Man -- Head and Face","","Gemälde","holz","9.6 x 1","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-44","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0207","","0044","Adriaan Brouwer","","BROUWER, ADRIAEN","","Flemish","","","","","","Ein Mann schneidet sich eine Feder.  Holz.  Br. 9 z. 10 l.; H. 1 f. 2 l.","Ein Mann schneidet sich eine Feder","","","31D14@41D2 (+44)","Man@Feathers (used in clothes, costume)","","Gemälde","holz","9.10 x 1.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-45","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0223","","0045","Jakob Buys","","BUYS, JACOBUS","","Dutch","","","","","","Ein Herr überreicht kniend einer Dame einen Ring.  Holz. Br. 1 f. 5 z.; H. 1 f. 10 z.","Ein Herr überreicht kniend einer Dame einen Ring","","","31D14 : 31D15","Man with Woman","","Gemälde","holz","1.5 x 1.10","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-46","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0245","","0046","Antonio Canale","","CANALETTO (GIOVANNI ANTONIO CANAL)","","Italian","","copy after","","copy after","","Piazza Navona in Rom.  Leinwand.  Br. 2 f.; H. 1 f. 3 z.","Piazza Navona in Rom","","","25I1 : 61E ROMA : 25I144 : 61F PIAZZA NAVONA","Roma: Square - Piazza Navona","","Gemälde","leinwand","2 x 1.3","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-47","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0250","","0047","Marco Cardisco","","CARDISCO, MARCO (MARCO CALABRESE)","","Italian","","","","","","Venus am Putztische.  Kniestück.  Leinwand.  Br. 2 f. 11 z.; H. 4 f. 2 z.","Venus am Putztische","","","92C4","Venus (Aphrodite)","","Gemälde","leinwand","2.11 x 4.2","","","","","","","","","","","","","","","Vol. I"
"GERMANINV-48","1","Deutschland","Germany","Löwenberg","Löwenberg","Hohenzollern-Hechingen, Friedrich-Wilhelm-Konstantin, Fürst von","","Löwenberg","","1858/00/00","","0255","","0048","Agostino Carracci","","CARRACCI, AGOSTINO","","Italian","","","","","","Antonius und Franciskus mit dem Christkinde und zwei Engeln. Leinwand.  Br. 9 z. 6 l.; H. 7 z. 6 l.","Antonius und Franciskus mit dem Christkinde und zwei Engeln","","","11D25 : 11H ANTONY@11D25 : 11H FRANCIS","Christ-child with Antony@Christ-child with Francis","","Gemälde","leinwand","9.6 x 7.6","","","","","","","","","","","","","","","Vol. I"
