"FRENCHINFO-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRENCHINFO-12","11","","France","France","Paris","Paris","Valuation","Le Marois, Aimée-Jacqueline Giudicelli, comtesse","","","","1812-1869","","","9, avenue d'Autin","","","","","","","","","","","","","","","1870/01/22","10","Yes","22 janvier 1870. Inventaire après décès de la comtesse Le Marois. Aimée-Jacqueline Giudicelli, comtesse Le Marois, décédée le 15 décembre 1869, 9 avenue d'Autin. Veuf: Jules-Polydor, Comte Le Marois, sénateur, officier de la légion d'honneur, propriétaire. Contrat de mariage: Me Olagnier et Moisant, 21.8.1832. Fils: 1) Napoléon-Jules, vicomte Le Marois, propriétaire, 54 avenue Joséphine. 2) Jean-Polydor (dit Paul), vicomte Le Marois, ancien officier au régiment des guides, même adresse, conseil judiciaire de son frère. Commissaire-priseur: Ch. Pillet. Experts: Charles-Léon Mannheim, André-Francis Petit. La collection est celle de Mme Le Marois. Son maris précise que quelques objets lui appartiennent personnellement.","","","","","Archives nationales, Minutier central","Paris, France","M.C.: XCIX, 1078. Me Du Boijs","Arquié-Bruley |f Françoise","Photocopy","","","","","The scribe assigned original item numbers. Value is given in francs. Inventory described room by room. Part of this collection was on sale on May 6, 1870 in Paris, Hotel Drouot, Salle no 8 [Lugt 32017]. For some pictures we have supplemented the description by the information from the sale catalogue. In this case, the provenance of the information is mentioned in notes.","","","Collectors File: Le Marois, Aimée-Jacqueline Giudicelli, comtesse","input"
"FRENCHINFO-13","12","","France","France","Paris","Paris","Inventory","Orléans, Louis, duc d'","","","","1703-1752","","","Palais Royal","","","","","","","","","","","","","","","1727/00/00","504","No","Description des Tableaux du Palais Royal avec La Vie des Peintres à la tête de leurs Ouvrages.  De'die'e a Monseigneur le Duc d'Orleans, Premier Prince du Sang.  A Paris, rue S. Severin, Chez d'Houry, seul Imprimeur & Libraire de Monseigneur le Duc d'Orleans.  MDCCXXVII","","","","","","","","","Publication","","","Dubois De Saint-Gelais, Description des Tableaux du Palais Royal avec la Vie des Peintres a la Tête de Leurs Ouvrages, Genève, 1972.","","","","","Provenance Index Library","input"
"FRENCHINFO-14","13","","France","France","Paris","Paris","Inventory","Morny, Charles-Auguste-Louis-Joseph, duc de","","","","1811-1865","","","128, rue de l'Université","Morny, Charles-Auguste-Louis-Joseph, duc de","","","","","","","","","","","","","","1865/03/21","41","Yes","21 mars 1865. Inventaire après le décès du duc de Morny. Charles-Louis-Joseph-Auguste Duc de Morny, Président du Corps législatif, membre du Conseil privé de Sa Majesté l'Empereur des Français ancien Ministre de l'Intérieur, ancien Ambassadeur extraordinaire de Sa Majesté l'Empereur Napoléon III près Sa Majesté l'Empereur de toutes les Russies, grand : croix de l'Ordre de la Légion d'honneur, chevalier de l'ordre de St. André de Russie, etc. , décédé le 10 mars 1865, au Palais de la Présidence du corps législatif. Veuve : Sophie Princesse de Troubetzkoy, pas de contrat de mariage; Le mariage religieux a été célebré par le curé de l'église Saint-Louis de Moscou. L'acte de Mariage a été transcrit sur les registres du Xe arrondissement (ancien) le 20 juillet 1857. Héritiers : ses deux fils et ses deux filles. Les scellés ont été posés par le juge de paix du VIIe arrondissement, le 10 mars 1865.","","","Maître Escribe","","Etude de Mes. Asso, Bertin, Boudry, 15 boulevard Poissonnière, 75002 Paris","Paris, France","LV  Me Dufour","Arquié-Bruley |f Françoise","Photocopy","","","","","This collection was on sale from May 31 to June 12, 1865 in Paris [Lugt 28564].","","","Collectors File: Morny, Charles-Auguste-Louis-Joseph, duc de","input"
"FRENCHINFO-15","14","","France","France","Paris","Paris","Inventory","Bourgevin, Charles-Antoine-Jacques","","","","d. 1764","","","rue Chapon, paroise Saint-Nicholas des Champs","","","","","","","","","","","","","","","1764/07/06","7","Yes","6 Juillet 1764. Inventaire de Ch. A. J. Bourgevin. Messire Charles-Antoine-Jacques Bourgevin, chevalier, trésorier général des Maréchaussées de France, conseiller secrétaire du Roy, maison couronne de France et de ses finances, décédé dans sa maison, rue Chapon, paroise Saint-Nicholas-des-Champs, le 21 juin 1764. Veuve: Dame Catherine-Thérèse Boucher. Enfants: Messire Charles Paul Bourgevin de Moligny, chevalier, commissaire des gardes du corps de sa Majesté, chevalier de l'ordre royal et militaire de Saint-Louis, rue des Blancs-Manteaux, paroise Saint-Jean-en-Grève. Messire Louis-Paul Bourgevin, chevalier, sieur de Norville, trésorier général des maréchaussées de France, rue du grand chantier, paroise Saint-Jean-en-Grève. Dame Marie-Thérèse Bourgevin, épouse de Salomon Delahaye Des fosses, écuyer, conseiller secrd'etaire du Roy, maison couronne de France et de ses finances, rue de Vandôme au Marais, paroise Saint-Nicholas-des-Champs. Huissier-commissaire-priseur: Hayot de Longpré","","","","","Archives nationales, Minutier central","Paris, France","M.C.:LVII, 464. Me. Charlier","Arquié-Bruley |f Françoise","Photocopy","","","","","","","","Collectors File: Bourgevin, Charles-Antoine-Jacques","not input"
"FRENCHINFO-16","15","","France","France","Paris","Paris","Inventory","Blondel Dazaincourt, Barthélèmy-Augustin","","","","d. 1794","","","2 rue de Vendôme, section du Temple","","","","","","","","","","","","","","","1794/10/22","9","Yes","1er brumaire an 3. Inventaire après décès de Blondel Dazaincourt. Citoyen Barthélèmy-Augustin Blondel Dazaincourt, décédé le 12 prairial an 2, 2 rue de Vendôme, section du Temple, dans une maison appartenant à la citoyenne Darbonne. Veuve: Citoyenne Catherine-Charlotte-Edmée Delahaye. Fille non émigrée: Henriette-Salomon, d'epouse de Sean-Charles Garnier. Autres enfants absents. Huissier-priseur: Jean-Louis Alexandre.","","","","","Archives nationales, Minutier central","Paris, France","M.C.: LV, 146. Me. Gibé","Arquié-Bruley |f Françoise","Photocopy","","","","","","","","Collectors File: Blondel D'Azincourt, Augustin-Berthélemy","not input"
"FRENCHINFO-17","16","","France","France","Paris","Paris","Inventory","Baudouin, Silvain-Raphaël","","","","1715-1797","","","rue de Bondy no 30","","","","","","","","","","","","","","","1797/03/24","16","No","4 germinal an 5.  Inventaire après le décès du citoyen Baudouin.  Silvain-Raphaël Baudouin, ancien capitaine de grenadiers au cy-devant régiment des gardes françaises, décédé le 18 nivôse dernier, en la maison rue de Bondy no 30 dont il était propriétaire à vie.","","","","","Archives nationales, Minutier central","Paris, France","M.C. : XX, 775.  Me. Rameau","Arquié-Bruley |f Françoise","Photocopy","","","","","Copies of his original collection sold to Catherine II in 1779; see also sale catalogue from 1797/05/4","","","Collectors File: Baudouin, Silvain-Raphaël","not input"
"FRENCHINFO-18","17","","France","France","Paris","Paris","Inventory","Cottreau, Laurent-Théodore","","","","1789-1861","","","rue Richer no 48","","","","","","","","","","","","","","","1861/03/29","7","No","Laurent Thédore Cottreau, propriétaire, agé de 72 ans, né á Villeneuve-Saint-Georges (s. et O.) décédé le 7 mars 1861 á 10, en son domicile rue Richer nº 48, fils  de Jean Baptiste Cottreau, décédé [...]","","","","","Archives de Paris","Paris, France","Arch. Paris: D48 E.3 52","Arquié-Bruley |f Françoise","Photocopy","","","","","Sales: 1851/02/03; 1851/12/15-16; 1861/05/3-4 and 1870/05/30-31.","","","Collectors File: Cottreau, Laurent-Théodore","not input"
"FRENCHINFO-19","18","","France","France","Paris","Paris","Inventory","Aguado, Alexandre-Jean-Marie-Manuel, marquis de Las Marismas del Guadalquivir","","","","1818-1861","","Attaché à la légation française à Florence, chevalier de Malte, grand croix de l'ordre d'Isabelle la Catholique","28 rue de la Ville-l'Evêque","","","","","","","","","","","","","","","1861/08/28","4","Yes","Inventaire après décès  [il a laissé par testament a sa veuve l'usufruit de son hotel et des ses tableaux]","","","","","Archives nationales, Minutier central","Paris, France","M.C.: VI, 1169,, 28.8.1861","Arquié-Bruley |f Françoise","Handwritten Transcription","","","","","Collection assembled by Alexandre Joseph Marie (d.1842) and passed to his son Alexandre Marie Jean Manuel; inventory made in 1855 and again in 1861. The 1861 inventory is virtually identical to the 1855 inventory except for one reattribution, the addition of one picture, and the two pictures which appear in the 1855 inventory but not in the 1861 inventory. Sale:  1865/04/10","","","Collectors File: Aguado, Alexandre-Joseph-Marie, marquis de Las Marismas del Guadalquivir","input"
"FRENCHINFO-20","19","","France","France","Paris","Paris","Inventory","Le Hon, Charles-Aimé-Joseph, comte","","","","1792-1868","","","80 boulevard Malesherbes","","","","","","","","","","","","","","","1868/07/29","2","Yes","Inventaire après le décès du comte Le Hon. Charles-Aimé-Joseph Comte Le Hon, ancien ambassadeur de sa Majesté le roi des Belges près le gouvernement français, ancien ministre des Etats généraux des Pays-Bas, du congrès et de la Chambre des représentants de Belgique, ministre d'Etat, grand officier de la Légion d'honneur, commandeur de l'ordre belge de Léopold, grand croix de l'Ordre de Charles d'Espagne et de la branche[?] Ernestine de Saxe, décédé le 30 avril 1868, 80 boulevard Malesherbes. Veuve : Françoise-Zoé-Mathilde Mosselman, séparés de biens par jugement du tribunal de Tournay, le 19.12.1842 (acte déposé chez Me Cahouet, le 30.12.1842) Enfants: Comte Léopold Le Hon, député au Corps législatif, officier de la Légion d'honneur, 1bis rue Lord Byron. Louis-Léopoldine-Amélie-Fanny-Charlotte Le Hon, épouse de Stanislas-Auguste-Frédéric-Joseph-Télémaque prince Poniatowski, écuyer de sa Majesté l'Empereur Napoléon III, 80 bd Malesherbes. Décédé: Eugène-Louis-François-Charles Comte Le Hon, époux de Charlotte-Fanny-Jeanne Mosselman, aujourd'hui épouse de Louis-Léon-Félix Aignan, propriétaire, 74 Boulevard Malesherbes, Héritiers : une fille née en 1855, un fils né en 1858.","Barrot, Odilon (Exécuteur testamentaire)","","Maître Pillet","","Etude de Mes. Asso, Bertin, Boudry, 15 bd Poissonnière, 75002 Paris","Paris, France","LV  Me Dufour","Arquié-Bruley |f Françoise","Handwritten Transcription","","","","","","","","Collectors File: Le Hon, Charles-Aimé-Joseph, comte","input"
"FRENCHINFO-21","20","","France","France","Paris","Paris","Partition","Pourtalès-Gorgier, James Alexandre de, Comte","","","","d. 1855","","","7 rue Trochet","","","","","","","","","","","","","","","1850/04/13","9","Yes","Donation à titre de partage anticipé du Comte J.A. de Pourtalès-Gorgier à ses enfants [...]","","","","","Archives nationales, Minutier central","Paris, France","M.C.: CXVII, 1213  Me Daquin","Arquié-Bruley |f Françoise","Handwritten Transcription","","","","","","","","Collectors File: Pourtalès-Gorgier, James-Alexandre de","not input"
"FRENCHINFO-22","21","","France","France","Paris","Paris","Inventory","Pourtalès-Gorgier, James Alexandre de, Comte","","","","d. 1855","","","7 rue Trochet","","","","","","","","","","","","","","","1855/04/18","2","No","Inventaire [récolement] après le décès du comte James-Alexandre de Pourtalès-Gorgier [...]","","","","","Archives nationales, Minutier central","Paris, France","M.C.: CXVII, 1241  Me Daquin","Arquié-Bruley |f Françoise","Handwritten Transcription","","","","","","","","Collectors File: Pourtalès-Gorgier, James-Alexandre de","not input"
"FRENCHINFO-23","22","","France","France","Paris","Paris","Inventory","Laborde, Marie-Anne-Thérèse Sabatier de Calre, comtesse de","","","","d. 1854","","","5 rue basse, Passy","","","","","","","","","","","","","","","1854/05/21","9","Yes","Inventaire après décès de la Comtesse de Laborde [...]","","","","","Archives nationales, Minutier central","Paris, France","M.C.: XXXV, 1221  Me Turquet","Arquié-Bruley |f Françoise","Photocopy","","","","","","","","Collectors File: Laborde, Alexandre-Louis-Joseph, comte de","not input"
